work_order_id,defect_id,task_reference,station,started_at,completed_at,status,summary,data_class
WO-0231,HIST-0231,SIM-HIST-TASK-DEMO-25-019,FRA,2026-04-27T04:05:00Z,2026-04-27T05:36:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0232,HIST-0232,SIM-HIST-TASK-DEMO-25-019,DXB,2026-06-12T05:05:00Z,2026-06-12T08:46:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0233,HIST-0233,SIM-HIST-TASK-DEMO-44-018,LHR,2026-06-23T03:05:00Z,2026-06-23T05:04:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0234,HIST-0234,SIM-HIST-TASK-DEMO-33-012,FCO,2026-07-12T06:05:00Z,2026-07-12T08:43:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0235,HIST-0235,SIM-HIST-TASK-DEMO-33-012,DXB,2026-05-11T02:05:00Z,2026-05-11T03:11:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0236,HIST-0236,SIM-HIST-TASK-DEMO-44-031,DOH,2026-04-30T05:05:00Z,2026-04-30T05:59:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0237,HIST-0237,SIM-HIST-TASK-DEMO-25-019,ZRH,2026-06-21T00:05:00Z,2026-06-21T03:20:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0238,HIST-0238,SIM-HIST-TASK-DEMO-25-019,DOH,2026-05-06T01:05:00Z,2026-05-06T02:27:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0239,HIST-0239,SIM-HIST-TASK-DEMO-33-012,DXB,2026-07-05T00:05:00Z,2026-07-05T02:56:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0240,HIST-0240,SIM-HIST-TASK-DEMO-44-031,ZRH,2026-05-09T04:05:00Z,2026-05-09T05:19:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0241,HIST-0241,SIM-HIST-TASK-DEMO-44-018,ZRH,2026-04-22T03:05:00Z,2026-04-22T06:36:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0242,HIST-0242,SIM-HIST-TASK-DEMO-25-019,FRA,2026-08-24T22:05:00Z,2026-08-24T23:25:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0243,HIST-0243,SIM-HIST-TASK-DEMO-44-018,DOH,2026-08-05T01:05:00Z,2026-08-05T04:00:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0244,HIST-0244,SIM-HIST-TASK-DEMO-A350-21-047,BRU,2026-05-30T03:05:00Z,2026-05-30T06:13:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0245,HIST-0245,SIM-HIST-TASK-DEMO-33-012,FCO,2026-08-09T06:05:00Z,2026-08-09T09:39:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0246,HIST-0246,SIM-HIST-TASK-DEMO-25-019,DXB,2026-08-14T06:05:00Z,2026-08-14T08:08:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0247,HIST-0247,SIM-HIST-TASK-DEMO-44-031,AMS,2026-07-20T04:05:00Z,2026-07-20T05:04:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0248,HIST-0248,SIM-HIST-TASK-DEMO-44-018,CDG,2026-05-15T01:05:00Z,2026-05-15T02:09:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0249,HIST-0249,SIM-HIST-TASK-DEMO-44-018,LHR,2026-04-05T04:05:00Z,2026-04-05T05:28:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0250,HIST-0250,SIM-HIST-TASK-DEMO-44-031,CDG,2026-04-24T04:05:00Z,2026-04-24T06:58:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0251,HIST-0251,SIM-HIST-TASK-DEMO-33-012,CDG,2026-06-20T01:05:00Z,2026-06-20T03:29:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0252,HIST-0252,SIM-HIST-TASK-DEMO-25-019,DOH,2026-09-06T05:05:00Z,2026-09-06T08:21:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0253,HIST-0253,SIM-HIST-TASK-DEMO-A350-21-047,ZRH,2026-07-31T02:05:00Z,2026-07-31T02:46:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0254,HIST-0254,SIM-HIST-TASK-DEMO-44-031,FRA,2026-05-29T03:05:00Z,2026-05-29T04:26:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0255,HIST-0255,SIM-HIST-TASK-DEMO-25-027,AMS,2026-04-23T04:05:00Z,2026-04-23T05:52:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0256,HIST-0256,SIM-HIST-TASK-DEMO-33-012,DXB,2026-04-06T04:05:00Z,2026-04-06T07:22:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0257,HIST-0257,SIM-HIST-TASK-DEMO-25-027,VIE,2026-08-17T02:05:00Z,2026-08-17T04:02:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0258,HIST-0258,SIM-HIST-TASK-DEMO-A350-21-047,MUC,2026-04-19T05:05:00Z,2026-04-19T06:28:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0259,HIST-0259,SIM-HIST-TASK-DEMO-25-027,CDG,2026-04-14T06:05:00Z,2026-04-14T08:41:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0260,HIST-0260,SIM-HIST-TASK-DEMO-44-018,AUH,2026-07-08T04:05:00Z,2026-07-08T05:42:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0261,HIST-0261,SIM-HIST-TASK-DEMO-25-027,AMS,2026-05-05T01:05:00Z,2026-05-05T03:41:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0262,HIST-0262,SIM-HIST-TASK-DEMO-33-012,FCO,2026-05-15T22:05:00Z,2026-05-15T23:19:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0263,HIST-0263,SIM-HIST-TASK-DEMO-33-012,DOH,2026-06-08T01:05:00Z,2026-06-08T02:58:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0264,HIST-0264,SIM-HIST-TASK-DEMO-A350-21-047,FRA,2026-08-06T05:05:00Z,2026-08-06T07:26:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0265,HIST-0265,SIM-HIST-TASK-DEMO-25-027,VIE,2026-07-27T03:05:00Z,2026-07-27T06:25:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0266,HIST-0266,SIM-HIST-TASK-DEMO-33-012,LHR,2026-04-28T00:05:00Z,2026-04-28T00:49:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0267,HIST-0267,SIM-HIST-TASK-DEMO-25-019,LHR,2026-04-15T01:05:00Z,2026-04-15T04:21:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0268,HIST-0268,SIM-HIST-TASK-DEMO-A350-21-047,DXB,2026-08-20T00:05:00Z,2026-08-20T02:49:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0269,HIST-0269,SIM-HIST-TASK-DEMO-44-018,MUC,2026-07-20T05:05:00Z,2026-07-20T07:25:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0270,HIST-0270,SIM-HIST-TASK-DEMO-25-019,AUH,2026-04-13T05:05:00Z,2026-04-13T07:02:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0271,HIST-0271,SIM-HIST-TASK-DEMO-44-031,FCO,2026-06-08T00:05:00Z,2026-06-08T01:59:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0272,HIST-0272,SIM-HIST-TASK-DEMO-25-019,VIE,2026-07-06T05:05:00Z,2026-07-06T06:19:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0273,HIST-0273,SIM-HIST-TASK-DEMO-25-027,AUH,2026-05-22T23:05:00Z,2026-05-23T00:32:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0274,HIST-0274,SIM-HIST-TASK-DEMO-25-027,FRA,2026-05-03T01:05:00Z,2026-05-03T04:44:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0275,HIST-0275,SIM-HIST-TASK-DEMO-44-018,VIE,2026-06-27T00:05:00Z,2026-06-27T02:29:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0276,HIST-0276,SIM-HIST-TASK-DEMO-25-019,DXB,2026-08-01T06:05:00Z,2026-08-01T08:20:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0277,HIST-0277,SIM-HIST-TASK-DEMO-33-012,DXB,2026-08-18T23:05:00Z,2026-08-19T02:35:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0278,HIST-0278,SIM-HIST-TASK-DEMO-44-018,DOH,2026-03-27T01:05:00Z,2026-03-27T02:17:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0279,HIST-0279,SIM-HIST-TASK-DEMO-44-018,AUH,2026-09-01T06:05:00Z,2026-09-01T07:48:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0280,HIST-0280,SIM-HIST-TASK-DEMO-25-027,AMS,2026-08-26T23:05:00Z,2026-08-27T01:34:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0281,HIST-0281,SIM-HIST-TASK-DEMO-25-027,FCO,2026-08-18T03:05:00Z,2026-08-18T05:32:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0282,HIST-0282,SIM-HIST-TASK-DEMO-44-018,AUH,2026-05-28T22:05:00Z,2026-05-28T23:30:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0283,HIST-0283,SIM-HIST-TASK-DEMO-25-019,DOH,2026-08-25T05:05:00Z,2026-08-25T07:55:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0284,HIST-0284,SIM-HIST-TASK-DEMO-44-031,MUC,2026-05-11T02:05:00Z,2026-05-11T05:45:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0285,HIST-0285,SIM-HIST-TASK-DEMO-25-027,VIE,2026-06-02T05:05:00Z,2026-06-02T06:11:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0286,HIST-0286,SIM-HIST-TASK-DEMO-A350-21-047,VIE,2026-03-30T02:05:00Z,2026-03-30T05:50:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0287,HIST-0287,SIM-HIST-TASK-DEMO-44-031,FRA,2026-09-09T00:05:00Z,2026-09-09T00:38:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0288,HIST-0288,SIM-HIST-TASK-DEMO-44-018,ZRH,2026-07-26T23:05:00Z,2026-07-27T01:51:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0289,HIST-0289,SIM-HIST-TASK-DEMO-33-012,ZRH,2026-06-18T04:05:00Z,2026-06-18T04:30:00Z,CLOSED,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,SYNTHETIC
WO-0290,HIST-0290,SIM-HIST-TASK-DEMO-33-012,VIE,2026-06-25T04:05:00Z,2026-06-25T04:41:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0291,HIST-0291,SIM-HIST-TASK-DEMO-44-031,DXB,2026-07-19T01:05:00Z,2026-07-19T01:52:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0292,HIST-0292,SIM-HIST-TASK-DEMO-25-019,FCO,2026-05-08T05:05:00Z,2026-05-08T07:19:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0293,HIST-0293,SIM-HIST-TASK-DEMO-44-031,FRA,2026-09-11T00:05:00Z,2026-09-11T03:00:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0294,HIST-0294,SIM-HIST-TASK-DEMO-25-027,AUH,2026-07-18T01:05:00Z,2026-07-18T04:14:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0295,HIST-0295,SIM-HIST-TASK-DEMO-44-018,VIE,2026-07-24T23:05:00Z,2026-07-25T00:50:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
WO-0296,HIST-0296,SIM-HIST-TASK-DEMO-44-031,DXB,2026-08-05T02:05:00Z,2026-08-05T02:45:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0297,HIST-0297,SIM-HIST-TASK-DEMO-A350-21-047,CDG,2026-09-05T23:05:00Z,2026-09-05T23:40:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0298,HIST-0298,SIM-HIST-TASK-DEMO-25-027,LHR,2026-06-22T00:05:00Z,2026-06-22T03:47:00Z,CLOSED,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,SYNTHETIC
WO-0299,HIST-0299,SIM-HIST-TASK-DEMO-25-019,AUH,2026-06-27T02:05:00Z,2026-06-27T04:02:00Z,CLOSED,Follow-up engineering review recorded; case closed only after separately authorized action.,SYNTHETIC
WO-0300,HIST-0300,SIM-HIST-TASK-DEMO-25-019,AMS,2026-04-04T02:05:00Z,2026-04-04T02:55:00Z,CLOSED,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,SYNTHETIC
