defect_id,aircraft_id,fault_code,station,reported_at,symptom_text,resolution_text,resolution_class,replaced_part_id,ground_minutes,engineer_id,status,data_class
HIST-0191,AC-003,DEMO-44-031,BRU,2026-08-04T23:05:00Z,IFE interface intermittent; recorded intermittently on sector 191.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,55,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0192,AC-001,DEMO-33-012,ZRH,2026-03-27T01:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 192.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,159,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0193,AC-001,DEMO-25-019,MUC,2026-04-15T23:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 193.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,30,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0194,AC-003,DEMO-44-031,ZRH,2026-06-07T02:05:00Z,IFE interface intermittent; recorded intermittently on sector 194.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,65,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0195,AC-002,DEMO-25-019,VIE,2026-08-16T06:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 195.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,75,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0196,AC-006,DEMO-44-018,MUC,2026-03-18T22:05:00Z,Cabin display data intermittent; recorded intermittently on sector 196.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,224,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0197,AC-003,DEMO-33-012,DOH,2026-07-21T06:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 197.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,194,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0198,AC-005,DEMO-25-019,LHR,2026-04-21T23:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 198.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,194,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0199,AC-003,DEMO-25-019,MUC,2026-04-01T06:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 199.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,174,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0200,AC-006,DEMO-33-012,VIE,2026-08-30T06:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 200.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,84,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0201,AC-002,DEMO-25-019,FRA,2026-05-09T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 201.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,184,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0202,AC-004,DEMO-44-031,MUC,2026-09-07T04:05:00Z,IFE interface intermittent; recorded intermittently on sector 202.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,125,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0203,AC-006,DEMO-25-019,MUC,2026-08-25T01:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 203.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,177,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0204,AC-004,DEMO-44-018,LHR,2026-04-16T04:05:00Z,Cabin display data intermittent; recorded intermittently on sector 204.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,31,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0205,AC-003,DEMO-44-018,DXB,2026-06-05T05:05:00Z,Cabin display data intermittent; recorded intermittently on sector 205.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,117,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0206,AC-001,DEMO-33-012,ZRH,2026-08-03T03:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 206.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,186,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0207,AC-003,DEMO-25-027,DXB,2026-04-24T02:05:00Z,Galley status display indication; recorded intermittently on sector 207.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,67,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0208,AC-001,DEMO-25-019,AUH,2026-07-02T04:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 208.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,37,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0209,AC-004,DEMO-A350-21-047,AMS,2026-07-08T01:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 209.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-CZT-100,171,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0210,AC-002,DEMO-44-031,MUC,2026-06-27T00:05:00Z,IFE interface intermittent; recorded intermittently on sector 210.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,73,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0211,AC-005,DEMO-25-019,ZRH,2026-04-17T23:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 211.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,170,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0212,AC-004,DEMO-33-012,AMS,2026-03-30T06:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 212.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-004,192,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0213,AC-001,DEMO-25-019,VIE,2026-08-04T23:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 213.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,164,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0214,AC-001,DEMO-A350-21-047,CDG,2026-07-12T01:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 214.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,25,ENG-CDG-01,CLOSED,SYNTHETIC
HIST-0215,AC-002,DEMO-A350-21-047,VIE,2026-03-24T22:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 215.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,119,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0216,AC-001,DEMO-25-019,LHR,2026-06-26T04:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 216.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,112,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0217,AC-005,DEMO-44-031,FCO,2026-07-06T05:05:00Z,IFE interface intermittent; recorded intermittently on sector 217.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,43,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0218,AC-005,DEMO-A350-21-047,DOH,2026-08-07T01:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 218.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-CZT-100,48,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0219,AC-001,DEMO-44-018,FRA,2026-03-18T05:05:00Z,Cabin display data intermittent; recorded intermittently on sector 219.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,164,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0220,AC-001,DEMO-A350-21-047,LHR,2026-05-27T06:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 220.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-CZT-100,218,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0221,AC-001,DEMO-25-027,FRA,2026-07-23T06:05:00Z,Galley status display indication; recorded intermittently on sector 221.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,147,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0222,AC-004,DEMO-44-031,AMS,2026-07-30T05:05:00Z,IFE interface intermittent; recorded intermittently on sector 222.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,68,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0223,AC-001,DEMO-25-027,CDG,2026-07-17T05:05:00Z,Galley status display indication; recorded intermittently on sector 223.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,153,ENG-CDG-01,CLOSED,SYNTHETIC
HIST-0224,AC-005,DEMO-33-012,VIE,2026-04-16T02:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 224.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,73,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0225,AC-004,DEMO-44-031,LHR,2026-04-04T06:05:00Z,IFE interface intermittent; recorded intermittently on sector 225.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,85,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0226,AC-001,DEMO-33-012,DXB,2026-06-29T06:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 226.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,193,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0227,AC-001,DEMO-25-019,AMS,2026-06-25T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 227.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,42,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0228,AC-006,DEMO-33-012,DXB,2026-06-07T00:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 228.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-004,212,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0229,AC-005,DEMO-25-019,DXB,2026-05-26T00:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 229.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,72,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0230,AC-003,DEMO-A350-21-047,BRU,2026-05-08T23:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 230.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,86,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0231,AC-002,DEMO-25-019,FRA,2026-04-27T04:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 231.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,91,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0232,AC-002,DEMO-25-019,DXB,2026-06-12T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 232.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,221,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0233,AC-004,DEMO-44-018,LHR,2026-06-23T03:05:00Z,Cabin display data intermittent; recorded intermittently on sector 233.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,119,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0234,AC-004,DEMO-33-012,FCO,2026-07-12T06:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 234.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,158,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0235,AC-006,DEMO-33-012,DXB,2026-05-11T02:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 235.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,66,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0236,AC-002,DEMO-44-031,DOH,2026-04-30T05:05:00Z,IFE interface intermittent; recorded intermittently on sector 236.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,54,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0237,AC-003,DEMO-25-019,ZRH,2026-06-21T00:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 237.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,195,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0238,AC-002,DEMO-25-019,DOH,2026-05-06T01:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 238.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,82,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0239,AC-005,DEMO-33-012,DXB,2026-07-05T00:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 239.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,171,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0240,AC-004,DEMO-44-031,ZRH,2026-05-09T04:05:00Z,IFE interface intermittent; recorded intermittently on sector 240.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,74,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0241,AC-002,DEMO-44-018,ZRH,2026-04-22T03:05:00Z,Cabin display data intermittent; recorded intermittently on sector 241.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-003,211,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0242,AC-001,DEMO-25-019,FRA,2026-08-24T22:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 242.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,80,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0243,AC-006,DEMO-44-018,DOH,2026-08-05T01:05:00Z,Cabin display data intermittent; recorded intermittently on sector 243.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,175,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0244,AC-002,DEMO-A350-21-047,BRU,2026-05-30T03:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 244.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,188,ENG-BRU-01,CLOSED,SYNTHETIC
HIST-0245,AC-001,DEMO-33-012,FCO,2026-08-09T06:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 245.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,214,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0246,AC-005,DEMO-25-019,DXB,2026-08-14T06:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 246.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,123,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0247,AC-005,DEMO-44-031,AMS,2026-07-20T04:05:00Z,IFE interface intermittent; recorded intermittently on sector 247.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,59,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0248,AC-006,DEMO-44-018,CDG,2026-05-15T01:05:00Z,Cabin display data intermittent; recorded intermittently on sector 248.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-003,64,ENG-CDG-01,CLOSED,SYNTHETIC
HIST-0249,AC-003,DEMO-44-018,LHR,2026-04-05T04:05:00Z,Cabin display data intermittent; recorded intermittently on sector 249.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,83,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0250,AC-002,DEMO-44-031,CDG,2026-04-24T04:05:00Z,IFE interface intermittent; recorded intermittently on sector 250.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,173,ENG-CDG-01,CLOSED,SYNTHETIC
HIST-0251,AC-006,DEMO-33-012,CDG,2026-06-20T01:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 251.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-004,144,ENG-CDG-01,CLOSED,SYNTHETIC
HIST-0252,AC-005,DEMO-25-019,DOH,2026-09-06T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 252.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,196,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0253,AC-002,DEMO-A350-21-047,ZRH,2026-07-31T02:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 253.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,41,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0254,AC-002,DEMO-44-031,FRA,2026-05-29T03:05:00Z,IFE interface intermittent; recorded intermittently on sector 254.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,81,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0255,AC-005,DEMO-25-027,AMS,2026-04-23T04:05:00Z,Galley status display indication; recorded intermittently on sector 255.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,107,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0256,AC-005,DEMO-33-012,DXB,2026-04-06T04:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 256.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,197,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0257,AC-003,DEMO-25-027,VIE,2026-08-17T02:05:00Z,Galley status display indication; recorded intermittently on sector 257.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,117,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0258,AC-002,DEMO-A350-21-047,MUC,2026-04-19T05:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 258.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,83,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0259,AC-002,DEMO-25-027,CDG,2026-04-14T06:05:00Z,Galley status display indication; recorded intermittently on sector 259.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,156,ENG-CDG-01,CLOSED,SYNTHETIC
HIST-0260,AC-002,DEMO-44-018,AUH,2026-07-08T04:05:00Z,Cabin display data intermittent; recorded intermittently on sector 260.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,97,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0261,AC-004,DEMO-25-027,AMS,2026-05-05T01:05:00Z,Galley status display indication; recorded intermittently on sector 261.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,156,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0262,AC-001,DEMO-33-012,FCO,2026-05-15T22:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 262.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,74,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0263,AC-005,DEMO-33-012,DOH,2026-06-08T01:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 263.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,113,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0264,AC-005,DEMO-A350-21-047,FRA,2026-08-06T05:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 264.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,141,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0265,AC-006,DEMO-25-027,VIE,2026-07-27T03:05:00Z,Galley status display indication; recorded intermittently on sector 265.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,200,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0266,AC-004,DEMO-33-012,LHR,2026-04-28T00:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 266.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,44,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0267,AC-006,DEMO-25-019,LHR,2026-04-15T01:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 267.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,196,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0268,AC-003,DEMO-A350-21-047,DXB,2026-08-20T00:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 268.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,164,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0269,AC-005,DEMO-44-018,MUC,2026-07-20T05:05:00Z,Cabin display data intermittent; recorded intermittently on sector 269.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-003,140,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0270,AC-006,DEMO-25-019,AUH,2026-04-13T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 270.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,117,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0271,AC-006,DEMO-44-031,FCO,2026-06-08T00:05:00Z,IFE interface intermittent; recorded intermittently on sector 271.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,114,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0272,AC-005,DEMO-25-019,VIE,2026-07-06T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 272.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-005,74,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0273,AC-005,DEMO-25-027,AUH,2026-05-22T23:05:00Z,Galley status display indication; recorded intermittently on sector 273.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,87,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0274,AC-006,DEMO-25-027,FRA,2026-05-03T01:05:00Z,Galley status display indication; recorded intermittently on sector 274.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,219,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0275,AC-003,DEMO-44-018,VIE,2026-06-27T00:05:00Z,Cabin display data intermittent; recorded intermittently on sector 275.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,144,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0276,AC-005,DEMO-25-019,DXB,2026-08-01T06:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 276.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,135,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0277,AC-001,DEMO-33-012,DXB,2026-08-18T23:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 277.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,210,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0278,AC-003,DEMO-44-018,DOH,2026-03-27T01:05:00Z,Cabin display data intermittent; recorded intermittently on sector 278.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,72,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0279,AC-006,DEMO-44-018,AUH,2026-09-01T06:05:00Z,Cabin display data intermittent; recorded intermittently on sector 279.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,103,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0280,AC-001,DEMO-25-027,AMS,2026-08-26T23:05:00Z,Galley status display indication; recorded intermittently on sector 280.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,149,ENG-AMS-01,CLOSED,SYNTHETIC
HIST-0281,AC-006,DEMO-25-027,FCO,2026-08-18T03:05:00Z,Galley status display indication; recorded intermittently on sector 281.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,147,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0282,AC-005,DEMO-44-018,AUH,2026-05-28T22:05:00Z,Cabin display data intermittent; recorded intermittently on sector 282.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,85,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0283,AC-004,DEMO-25-019,DOH,2026-08-25T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 283.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,170,ENG-DOH-01,CLOSED,SYNTHETIC
HIST-0284,AC-004,DEMO-44-031,MUC,2026-05-11T02:05:00Z,IFE interface intermittent; recorded intermittently on sector 284.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,220,ENG-MUC-01,CLOSED,SYNTHETIC
HIST-0285,AC-004,DEMO-25-027,VIE,2026-06-02T05:05:00Z,Galley status display indication; recorded intermittently on sector 285.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,66,ENG-VIE-01,CLOSED,SYNTHETIC
